,movie,year,imdb,votes,metascore
3371,Moana,(I) (2016),7.6,227019,81
3372,Warcraft,(2016),6.8,226669,32
3373,Now You See Me 2,(2016),6.5,218089,46
3374,Manchester by the Sea,(2016),7.8,216205,96
3375,Finding Dory,(2016),7.3,215575,77
3376,Star Trek Beyond,(2016),7.1,210887,68
3377,Nocturnal Animals,(2016),7.5,207004,67
3378,Sully,(2016),7.5,204746,74
3379,The Conjuring 2,(2016),7.4,197177,65
3380,Jason Bourne,(2016),6.6,191595,58
3381,Don't Breathe,(2016),7.1,188914,71
3382,Ghostbusters,(2016),5.2,188132,60
3383,Lion,(2016),8.1,183409,69
3384, Game of Thrones,(2011–2019),9.9,181186,NaN
3385,Hell or High Water,(II) (2016),7.6,177986,88
3386,Me Before You,(2016),7.4,177072,51
3387,Hidden Figures,(2016),7.8,172485,74
3388,The Magnificent Seven,(2016),6.9,169497,54
3389,Assassin's Creed,(2016),5.8,168118,36
3390,The Promise,(II) (2016),6.1,164698,49
3391,The Secret Life of Pets,(2016),6.5,164642,61
3392,Captain Fantastic,(2016),7.9,160995,72
3393,Sausage Party,(2016),6.2,160061,66
3394,Independence Day: Resurgence,(2016),5.2,156105,32
3395,War Dogs,(2016),7.1,155213,57
3396,The Girl on the Train,(2016),6.5,152559,48
3397,The Legend of Tarzan,(2016),6.3,151042,44
3398,Miss Peregrine's Home for Peculiar Children,(2016),6.7,141405,57
3399,Central Intelligence,(2016),6.3,140387,52
3400,Logan,(2017),8.1,567341,77
3401,Thor: Ragnarok,(2017),7.9,492337,74
3402,Wonder Woman,(2017),7.5,491981,76
3403,Guardians of the Galaxy Vol. 2,(2017),7.7,490983,67
3404,Dunkirk,(2017),7.9,471765,94
3405,Star Wars: Episode VIII - The Last Jedi,(2017),7.1,466813,85
3406,Spider-Man: Homecoming,(2017),7.5,436971,73
3407,Get Out,(I) (2017),7.7,407997,84
3408,Blade Runner 2049,(2017),8.0,380375,81
3409,Baby Driver,(2017),7.6,370871,86
3410,It,(I) (2017),7.4,365124,69
3411,"Three Billboards Outside Ebbing, Missouri",(2017),8.2,349236,88
3412,Justice League,(2017),6.5,332426,45
3413,The Shape of Water,(2017),7.3,312183,87
3414,John Wick: Chapter 2,(2017),7.5,299919,75
3415,Coco,(I) (2017),8.4,283672,81
3416,Jumanji: Welcome to the Jungle,(2017),7.0,246919,58
3417,Kong: Skull Island,(2017),6.6,240810,62
3418,Beauty and the Beast,(2017),7.2,240561,65
3419,Kingsman: The Golden Circle,(2017),6.8,233499,44
3420,Pirates of the Caribbean: Dead Men Tell No Tales,(2017),6.6,230828,39
3421,Alien: Covenant,(2017),6.4,228973,65
3422,13 Reasons Why,(2017– ),8.0,214861,NaN
3423,War for the Planet of the Apes,(2017),7.4,203894,82
3424,The Greatest Showman,(2017),7.6,201969,48
3425,Life,(I) (2017),6.6,184401,54
3426,The Fate of the Furious,(2017),6.7,181430,56
3427,Murder on the Orient Express,(2017),6.5,180338,52
3428,Lady Bird,(2017),7.4,180252,94
3429,Ghost in the Shell,(2017),6.4,178108,52
3430,Wind River,(2017),7.7,171112,73
3431,King Arthur: Legend of the Sword,(2017),6.8,170471,41
3432,The Hitman's Bodyguard,(2017),6.9,163336,47
3433,Mother!,(2017),6.6,158973,75
3434,Call Me by Your Name,(2017),7.9,156461,93
3435,The Mummy,(2017),5.5,155806,34
3436,Atomic Blonde,(2017),6.7,152101,63
3437,The Punisher,(2017–2019),8.6,151823,NaN
3438,Bright,(I) (2017),6.4,149182,29
3439,"I, Tonya",(2017),7.5,143918,77
3440,Valerian and the City of a Thousand Planets,(2017),6.5,141467,51
3441,Baywatch,(2017),5.6,139483,37
3442,Darkest Hour,(2017),7.4,138192,75
3443,La Casa de Papel,(2017– ),8.6,134707,NaN
3444,American Made,(2017),7.2,133038,65
3445,The Handmaid's Tale,(2017– ),8.5,125784,NaN
3446,Dark,(2017– ),8.7,124856,NaN
3447,Mindhunter,(2017– ),8.5,123746,NaN
3448,Transformers: The Last Knight,(2017),5.2,120267,27
3449,The Lego Batman Movie,(2017),7.3,117612,75
3450,Logan,(2017),8.1,567341,77
3451,Thor: Ragnarok,(2017),7.9,492337,74
3452,Wonder Woman,(2017),7.5,491981,76
3453,Guardians of the Galaxy Vol. 2,(2017),7.7,490983,67
3454,Dunkirk,(2017),7.9,471765,94
3455,Star Wars: Episode VIII - The Last Jedi,(2017),7.1,466813,85
3456,Spider-Man: Homecoming,(2017),7.5,436971,73
3457,Get Out,(I) (2017),7.7,407997,84
3458,Blade Runner 2049,(2017),8.0,380375,81
3459,Baby Driver,(2017),7.6,370871,86
3460,It,(I) (2017),7.4,365124,69
3461,"Three Billboards Outside Ebbing, Missouri",(2017),8.2,349236,88
3462,Justice League,(2017),6.5,332426,45
3463,The Shape of Water,(2017),7.3,312183,87
3464,John Wick: Chapter 2,(2017),7.5,299919,75
3465,Coco,(I) (2017),8.4,283672,81
3466,Jumanji: Welcome to the Jungle,(2017),7.0,246919,58
3467,Kong: Skull Island,(2017),6.6,240810,62
3468,Beauty and the Beast,(2017),7.2,240561,65
3469,Kingsman: The Golden Circle,(2017),6.8,233499,44
3470,Pirates of the Caribbean: Dead Men Tell No Tales,(2017),6.6,230828,39
3471,Alien: Covenant,(2017),6.4,228973,65
3472,13 Reasons Why,(2017– ),8.0,214861,NaN
3473,War for the Planet of the Apes,(2017),7.4,203894,82
3474,The Greatest Showman,(2017),7.6,201969,48
3475,Life,(I) (2017),6.6,184401,54
3476,The Fate of the Furious,(2017),6.7,181430,56
3477,Murder on the Orient Express,(2017),6.5,180338,52
3478,Lady Bird,(2017),7.4,180252,94
3479,Ghost in the Shell,(2017),6.4,178108,52
3480,Wind River,(2017),7.7,171112,73
3481,King Arthur: Legend of the Sword,(2017),6.8,170471,41
3482,The Hitman's Bodyguard,(2017),6.9,163336,47
3483,Mother!,(2017),6.6,158973,75
3484,Call Me by Your Name,(2017),7.9,156461,93
3485,The Mummy,(2017),5.5,155806,34
3486,Atomic Blonde,(2017),6.7,152101,63
3487,The Punisher,(2017–2019),8.6,151823,NaN
3488,Bright,(I) (2017),6.4,149182,29
3489,"I, Tonya",(2017),7.5,143918,77
3490,Valerian and the City of a Thousand Planets,(2017),6.5,141467,51
3491,Baywatch,(2017),5.6,139483,37
3492,Darkest Hour,(2017),7.4,138192,75
3493,La Casa de Papel,(2017– ),8.6,134707,NaN
3494,American Made,(2017),7.2,133038,65
3495,The Handmaid's Tale,(2017– ),8.5,125784,NaN
3496,Dark,(2017– ),8.7,124856,NaN
3497,Mindhunter,(2017– ),8.5,123746,NaN
3498,Transformers: The Last Knight,(2017),5.2,120267,27
3499,The Lego Batman Movie,(2017),7.3,117612,75
3500,Logan,(2017),8.1,567341,77
3501,Thor: Ragnarok,(2017),7.9,492337,74
3502,Wonder Woman,(2017),7.5,491981,76
3503,Guardians of the Galaxy Vol. 2,(2017),7.7,490983,67
3504,Dunkirk,(2017),7.9,471765,94
3505,Star Wars: Episode VIII - The Last Jedi,(2017),7.1,466813,85
3506,Spider-Man: Homecoming,(2017),7.5,436971,73
3507,Get Out,(I) (2017),7.7,407997,84
3508,Blade Runner 2049,(2017),8.0,380375,81
3509,Baby Driver,(2017),7.6,370871,86
3510,It,(I) (2017),7.4,365124,69
3511,"Three Billboards Outside Ebbing, Missouri",(2017),8.2,349236,88
3512,Justice League,(2017),6.5,332426,45
3513,The Shape of Water,(2017),7.3,312183,87
3514,John Wick: Chapter 2,(2017),7.5,299919,75
3515,Coco,(I) (2017),8.4,283672,81
3516,Jumanji: Welcome to the Jungle,(2017),7.0,246919,58
3517,Kong: Skull Island,(2017),6.6,240810,62
3518,Beauty and the Beast,(2017),7.2,240561,65
3519,Kingsman: The Golden Circle,(2017),6.8,233499,44
3520,Pirates of the Caribbean: Dead Men Tell No Tales,(2017),6.6,230828,39
3521,Alien: Covenant,(2017),6.4,228973,65
3522,13 Reasons Why,(2017– ),8.0,214861,NaN
3523,War for the Planet of the Apes,(2017),7.4,203894,82
3524,The Greatest Showman,(2017),7.6,201969,48
3525,Life,(I) (2017),6.6,184401,54
3526,The Fate of the Furious,(2017),6.7,181430,56
3527,Murder on the Orient Express,(2017),6.5,180338,52
3528,Lady Bird,(2017),7.4,180252,94
3529,Ghost in the Shell,(2017),6.4,178108,52
3530,Wind River,(2017),7.7,171112,73
3531,King Arthur: Legend of the Sword,(2017),6.8,170471,41
3532,The Hitman's Bodyguard,(2017),6.9,163336,47
3533,Mother!,(2017),6.6,158973,75
3534,Call Me by Your Name,(2017),7.9,156461,93
3535,The Mummy,(2017),5.5,155806,34
3536,Atomic Blonde,(2017),6.7,152101,63
3537,The Punisher,(2017–2019),8.6,151823,NaN
3538,Bright,(I) (2017),6.4,149182,29
3539,"I, Tonya",(2017),7.5,143918,77
3540,Valerian and the City of a Thousand Planets,(2017),6.5,141467,51
3541,Baywatch,(2017),5.6,139483,37
3542,Darkest Hour,(2017),7.4,138192,75
3543,La Casa de Papel,(2017– ),8.6,134707,NaN
3544,American Made,(2017),7.2,133038,65
3545,The Handmaid's Tale,(2017– ),8.5,125784,NaN
3546,Dark,(2017– ),8.7,124856,NaN
3547,Mindhunter,(2017– ),8.5,123746,NaN
3548,Transformers: The Last Knight,(2017),5.2,120267,27
3549,The Lego Batman Movie,(2017),7.3,117612,75
3550,Logan,(2017),8.1,567341,77
3551,Thor: Ragnarok,(2017),7.9,492337,74
3552,Wonder Woman,(2017),7.5,491981,76
3553,Guardians of the Galaxy Vol. 2,(2017),7.7,490983,67
3554,Dunkirk,(2017),7.9,471765,94
3555,Star Wars: Episode VIII - The Last Jedi,(2017),7.1,466813,85
3556,Spider-Man: Homecoming,(2017),7.5,436971,73
3557,Get Out,(I) (2017),7.7,407997,84
3558,Blade Runner 2049,(2017),8.0,380375,81
3559,Baby Driver,(2017),7.6,370871,86
3560,It,(I) (2017),7.4,365124,69
3561,"Three Billboards Outside Ebbing, Missouri",(2017),8.2,349236,88
3562,Justice League,(2017),6.5,332426,45
3563,The Shape of Water,(2017),7.3,312183,87
3564,John Wick: Chapter 2,(2017),7.5,299919,75
3565,Coco,(I) (2017),8.4,283672,81
3566,Jumanji: Welcome to the Jungle,(2017),7.0,246919,58
3567,Kong: Skull Island,(2017),6.6,240810,62
3568,Beauty and the Beast,(2017),7.2,240561,65
3569,Kingsman: The Golden Circle,(2017),6.8,233499,44
3570,Pirates of the Caribbean: Dead Men Tell No Tales,(2017),6.6,230828,39
3571,Alien: Covenant,(2017),6.4,228973,65
3572,13 Reasons Why,(2017– ),8.0,214861,NaN
3573,War for the Planet of the Apes,(2017),7.4,203894,82
3574,The Greatest Showman,(2017),7.6,201969,48
3575,Life,(I) (2017),6.6,184401,54
3576,The Fate of the Furious,(2017),6.7,181430,56
3577,Murder on the Orient Express,(2017),6.5,180338,52
3578,Lady Bird,(2017),7.4,180252,94
3579,Ghost in the Shell,(2017),6.4,178108,52
3580,Wind River,(2017),7.7,171112,73
3581,King Arthur: Legend of the Sword,(2017),6.8,170471,41
3582,The Hitman's Bodyguard,(2017),6.9,163336,47
3583,Mother!,(2017),6.6,158973,75
3584,Call Me by Your Name,(2017),7.9,156461,93
3585,The Mummy,(2017),5.5,155806,34
3586,Atomic Blonde,(2017),6.7,152101,63
3587,The Punisher,(2017–2019),8.6,151823,NaN
3588,Bright,(I) (2017),6.4,149182,29
3589,"I, Tonya",(2017),7.5,143918,77
3590,Valerian and the City of a Thousand Planets,(2017),6.5,141467,51
3591,Baywatch,(2017),5.6,139483,37
3592,Darkest Hour,(2017),7.4,138192,75
3593,La Casa de Papel,(2017– ),8.6,134707,NaN
3594,American Made,(2017),7.2,133038,65
3595,The Handmaid's Tale,(2017– ),8.5,125784,NaN
3596,Dark,(2017– ),8.7,124856,NaN
3597,Mindhunter,(2017– ),8.5,123746,NaN
3598,Transformers: The Last Knight,(2017),5.2,120267,27
3599,The Lego Batman Movie,(2017),7.3,117612,75
